rl	V(vo)	I(RL)
1.445439770746027e+02	5.005424e+00	3.462908e-02
1.462177174456818e+02	5.005426e+00	3.423269e-02
1.479108388168309e+02	5.005429e+00	3.384085e-02
1.496235656094536e+02	5.005431e+00	3.345349e-02
1.513561248436312e+02	5.005433e+00	3.307056e-02
1.531087461682136e+02	5.005435e+00	3.269202e-02
1.548816618912588e+02	5.005437e+00	3.231781e-02
1.566751070108257e+02	5.005439e+00	3.194789e-02
1.584893192461223e+02	5.005441e+00	3.158220e-02
1.603245390690153e+02	5.005443e+00	3.122069e-02
1.621810097359042e+02	5.005558e+00	3.086402e-02
1.640589773199653e+02	5.005446e+00	3.051004e-02
1.659586907437676e+02	5.005448e+00	3.016081e-02
1.678804018122677e+02	5.005450e+00	2.981557e-02
1.698243652461862e+02	5.005452e+00	2.947429e-02
1.717908387157708e+02	5.005454e+00	2.913691e-02
1.737800828749496e+02	5.005456e+00	2.880339e-02
1.757923613958815e+02	5.005458e+00	2.847369e-02
1.778279410039047e+02	5.005459e+00	2.814777e-02
1.798870915128913e+02	5.005461e+00	2.782557e-02
1.819700858610111e+02	5.005463e+00	2.750706e-02
1.840772001469085e+02	5.005465e+00	2.719220e-02
1.862087136662998e+02	5.005466e+00	2.688095e-02
1.883649089489933e+02	5.005468e+00	2.657325e-02
1.905460717963381e+02	5.005470e+00	2.626908e-02
1.927524913191071e+02	5.005472e+00	2.596839e-02
1.949844599758182e+02	5.005473e+00	2.567114e-02
1.972422736114993e+02	5.005475e+00	2.537729e-02
1.995262314969020e+02	5.005476e+00	2.508681e-02
2.018366363681703e+02	5.005478e+00	2.479965e-02
2.041737944669673e+02	5.005480e+00	2.451578e-02
2.065380155810675e+02	5.005481e+00	2.423516e-02
2.089296130854187e+02	5.005485e+00	2.395776e-02
2.113489039836796e+02	5.005485e+00	2.368351e-02
2.137962089502383e+02	5.005486e+00	2.341242e-02
2.162718523727174e+02	5.005487e+00	2.314442e-02
2.187761623949708e+02	5.005489e+00	2.287950e-02
2.213094709605795e+02	5.005627e+00	2.261822e-02
2.238721138568499e+02	5.005492e+00	2.235871e-02
2.264644307593221e+02	5.005494e+00	2.210278e-02
2.290867652767937e+02	5.005495e+00	2.184978e-02
2.317394649968644e+02	5.005497e+00	2.159967e-02
2.344228815320090e+02	5.005498e+00	2.135243e-02
2.371373705661825e+02	5.005499e+00	2.110802e-02
2.398832919019662e+02	5.005490e+00	2.086635e-02
2.426610095082589e+02	5.005485e+00	2.062748e-02
2.454708915685206e+02	5.005504e+00	2.039143e-02
2.483133105295748e+02	5.005505e+00	2.015802e-02
2.511886431509760e+02	5.005506e+00	1.992728e-02
2.540972705549488e+02	5.005507e+00	1.969918e-02
2.570395782769049e+02	5.005509e+00	1.947369e-02
2.600159563165459e+02	5.005567e+00	1.925100e-02
2.630267991895572e+02	5.005548e+00	1.903056e-02
2.660725059799001e+02	5.005511e+00	1.881258e-02
2.691534803927110e+02	5.005513e+00	1.859725e-02
2.722701308078109e+02	5.005497e+00	1.838431e-02
2.754228703338366e+02	5.005517e+00	1.817393e-02
2.786121168629972e+02	5.005518e+00	1.796590e-02
2.818382931264658e+02	5.005519e+00	1.776025e-02
2.851018267504116e+02	5.005520e+00	1.755696e-02
2.884031503126815e+02	5.005522e+00	1.735599e-02
2.917427014001379e+02	5.005523e+00	1.715732e-02
2.951209226666601e+02	5.005530e+00	1.696095e-02
2.985382618918177e+02	5.005525e+00	1.676678e-02
3.019951720402236e+02	5.005527e+00	1.657486e-02
3.054921113215736e+02	5.005527e+00	1.638513e-02
3.090295432513816e+02	5.005529e+00	1.619757e-02
3.126079367124183e+02	5.005530e+00	1.601217e-02
3.162277660168611e+02	5.005531e+00	1.582888e-02
3.198895109691632e+02	5.005532e+00	1.564769e-02
3.235936569296520e+02	5.005533e+00	1.546858e-02
3.273406948788622e+02	5.005534e+00	1.529151e-02
3.311311214826154e+02	5.005536e+00	1.511648e-02
3.349654391578522e+02	5.005537e+00	1.494344e-02
3.388441561392274e+02	5.005538e+00	1.477239e-02
3.427677865464756e+02	5.005539e+00	1.460329e-02
3.467368504525572e+02	5.005540e+00	1.443613e-02
3.507518739525938e+02	5.005541e+00	1.427089e-02
3.548133892336016e+02	5.005542e+00	1.410753e-02
3.589219346450317e+02	5.005543e+00	1.394605e-02
3.630780547701282e+02	5.005544e+00	1.378641e-02
3.672823004981119e+02	5.005545e+00	1.362860e-02
3.715352290972000e+02	5.005546e+00	1.347260e-02
3.758374042884720e+02	5.005547e+00	1.331838e-02
3.801893963205894e+02	5.005548e+00	1.316593e-02
3.845917820453821e+02	5.005549e+00	1.301523e-02
3.890451449943095e+02	5.005550e+00	1.286624e-02
3.935500754558067e+02	5.005551e+00	1.271897e-02
3.981071705535269e+02	5.005552e+00	1.257338e-02
4.027170343254891e+02	5.005553e+00	1.242945e-02
4.073802778041431e+02	5.005554e+00	1.228718e-02
4.120975190973610e+02	5.005555e+00	1.214653e-02
4.168693834703665e+02	5.005883e+00	1.200828e-02
4.216965034286138e+02	5.005557e+00	1.187005e-02
4.265795188016246e+02	5.005558e+00	1.173417e-02
4.315190768277976e+02	5.005558e+00	1.159985e-02
4.365158322401987e+02	5.005559e+00	1.146707e-02
4.415704473533456e+02	5.005560e+00	1.133581e-02
4.466835921509967e+02	5.005561e+00	1.120606e-02
4.518559443749564e+02	5.005562e+00	1.107778e-02
4.570881896149094e+02	5.005563e+00	1.095098e-02
4.623810213992951e+02	5.005564e+00	1.082563e-02
4.677351412872334e+02	5.005565e+00	1.070171e-02
4.731512589615162e+02	5.005565e+00	1.057921e-02
4.786300923226746e+02	5.005566e+00	1.045811e-02
4.841723675841359e+02	5.005567e+00	1.033840e-02
4.897788193684833e+02	5.005568e+00	1.022006e-02
4.954501908048277e+02	5.005569e+00	1.010307e-02
5.011872336273103e+02	5.005615e+00	9.987515e-03
5.069907082747428e+02	5.005570e+00	9.873101e-03
5.128613839914037e+02	5.005571e+00	9.760085e-03
5.188000389290005e+02	5.005572e+00	9.648365e-03
5.248074602498125e+02	5.005573e+00	9.537922e-03
5.308844442310289e+02	5.005574e+00	9.428744e-03
5.370317963702937e+02	5.005574e+00	9.320815e-03
5.432503314924746e+02	5.005575e+00	9.214123e-03
5.495408738576664e+02	5.005576e+00	9.108650e-03
5.559042572704460e+02	5.005577e+00	9.004386e-03
5.623413251903921e+02	5.005578e+00	8.901315e-03
5.688529308438849e+02	5.005578e+00	8.799424e-03
5.754399373372009e+02	5.005584e+00	8.698708e-03
5.821032177709160e+02	5.005579e+00	8.599127e-03
5.888436553556342e+02	5.005580e+00	8.500695e-03
5.956621435290562e+02	5.005581e+00	8.403390e-03
6.025595860744039e+02	5.005582e+00	8.307198e-03
6.095368972402160e+02	5.005582e+00	8.212107e-03
6.165950018615296e+02	5.005583e+00	8.118105e-03
6.237348354824674e+02	5.005584e+00	8.025180e-03
6.309573444802419e+02	5.005585e+00	7.933317e-03
6.382634861905980e+02	5.005585e+00	7.842506e-03
6.456542290347053e+02	5.005586e+00	7.752735e-03
6.531305526475229e+02	5.005587e+00	7.663991e-03
6.606934480076472e+02	5.005587e+00	7.576263e-03
6.683439175686663e+02	5.005587e+00	7.489537e-03
6.760829753920342e+02	5.005661e+00	7.403915e-03
6.839116472814824e+02	5.005589e+00	7.319058e-03
6.918309709189903e+02	5.005590e+00	7.235279e-03
6.998419960023278e+02	5.005590e+00	7.152458e-03
7.079457843841931e+02	5.005591e+00	7.070586e-03
7.161434102129577e+02	5.005592e+00	6.989650e-03
7.244359600750464e+02	5.005592e+00	6.909641e-03
7.328245331389613e+02	5.005593e+00	6.830548e-03
7.413102413009755e+02	5.005594e+00	6.752360e-03
7.498942093325145e+02	5.005594e+00	6.675067e-03
7.585775750292431e+02	5.005595e+00	6.598659e-03
7.673614893618790e+02	5.005596e+00	6.523126e-03
7.762471166287526e+02	5.005596e+00	6.448457e-03
7.852356346101334e+02	5.005597e+00	6.374643e-03
7.943282347243438e+02	5.005598e+00	6.301674e-03
8.035261221856804e+02	5.005598e+00	6.229540e-03
8.128305161641631e+02	5.005599e+00	6.158232e-03
8.222426499471359e+02	5.005599e+00	6.087740e-03
8.317637711027365e+02	5.005600e+00	6.018055e-03
8.413951416452614e+02	5.005600e+00	5.949167e-03
8.511380382024437e+02	5.005601e+00	5.881068e-03
8.609937521846687e+02	5.005601e+00	5.813749e-03
8.709635899561495e+02	5.005602e+00	5.747200e-03
8.810488730080837e+02	5.005603e+00	5.681413e-03
8.912509381338160e+02	5.005643e+00	5.616424e-03
9.015711376060283e+02	5.005604e+00	5.552090e-03
9.120108393559821e+02	5.005604e+00	5.488536e-03
9.225714271548363e+02	5.005605e+00	5.425710e-03
9.332543007970652e+02	5.005605e+00	5.363603e-03
9.440608762859983e+02	5.005606e+00	5.302207e-03
9.549925860215118e+02	5.005607e+00	5.241514e-03
9.660508789898903e+02	5.005607e+00	5.181515e-03
9.772372209558886e+02	5.005608e+00	5.122203e-03
9.885530946570176e+02	5.005608e+00	5.063570e-03
1.000000000000000e+03	5.005609e+00	5.005609e-03
