Freq	gain	phase
9.99999999999999e+02	5.85454526333304e+01	1.76861087653857e+02
1.07977516232771e+03	5.85451360763115e+01	1.76610622150215e+02
1.16591440117983e+03	5.85447617801131e+01	1.76281251032300e+02
1.25892541179417e+03	5.85443361745851e+01	1.76048104112042e+02
1.35935639087852e+03	5.85438337722449e+01	1.75732724867747e+02
1.46779926762207e+03	5.85432476508846e+01	1.75392156207599e+02
1.58489319246111e+03	5.85425637902373e+01	1.75024380914034e+02
1.71132830416178e+03	5.85417657961536e+01	1.74627218861828e+02
1.84784979742229e+03	5.85408344924789e+01	1.74198313515932e+02
1.99526231496888e+03	5.85397474329691e+01	1.73735117226056e+02
2.15443469003188e+03	5.85384783314980e+01	1.73234875188313e+02
2.32630506715362e+03	5.85369760891126e+01	1.72576789182853e+02
2.51188643150958e+03	5.85352654482083e+01	1.72111092161592e+02
2.71227257933203e+03	5.85332224973966e+01	1.71363021207242e+02
2.92864456462523e+03	5.85308795038477e+01	1.70800074836620e+02
3.16227766016838e+03	5.85281159594826e+01	1.70064708236141e+02
3.41454887383360e+03	5.85248833370662e+01	1.69270309804782e+02
3.68694506451957e+03	5.85211000331869e+01	1.68412077503119e+02
3.98107170553497e+03	5.85166695567652e+01	1.67484803351667e+02
4.29866234708227e+03	5.85114775904013e+01	1.66482835669837e+02
4.64158883361277e+03	5.85053883799291e+01	1.65400037174136e+02
5.01187233627272e+03	5.84982403156270e+01	1.64229738417458e+02
5.41169526546463e+03	5.84898404743340e+01	1.62964686043306e+02
5.84341413373517e+03	5.84799578496620e+01	1.61596985319746e+02
6.30957344480193e+03	5.84683149290070e+01	1.60118036458713e+02
6.81292069057961e+03	5.84542607665750e+01	1.58047215634761e+02
7.35642254459641e+03	5.84383397405367e+01	1.56788041717275e+02
7.94328234724281e+03	5.84191109763470e+01	1.54915605772753e+02
8.57695898590893e+03	5.83962913134556e+01	1.52888970083748e+02
9.26118728128793e+03	5.83691468504762e+01	1.50694833644969e+02
9.99999999999999e+03	5.83364490442264e+01	1.47847464986119e+02
1.07977516232771e+04	5.82980670400089e+01	1.45744758270103e+02
1.16591440117983e+04	5.82516461665958e+01	1.42955905752011e+02
1.25892541179417e+04	5.81958112502297e+01	1.39933652406464e+02
1.35935639087852e+04	5.81284518391583e+01	1.36658214579626e+02
1.46779926762207e+04	5.80469522921321e+01	1.33108671770149e+02
1.58489319246111e+04	5.79480783992262e+01	1.29263299109248e+02
1.71132830416178e+04	5.78278500507836e+01	1.25100142304048e+02
1.84784979742229e+04	5.76801153757743e+01	1.19655758129406e+02
1.99526231496888e+04	5.75015864517376e+01	1.14795281272097e+02
2.15443469003188e+04	5.72840182446405e+01	1.09561122808191e+02
2.32630506715362e+04	5.70206496148770e+01	1.04886173020235e+02
2.51188643150958e+04	5.66997769884724e+01	9.88864376744657e+01
2.71227257933203e+04	5.63128939886326e+01	9.25162023756370e+01
2.92864456462523e+04	5.58499535728933e+01	8.58025674315952e+01
3.16227766016838e+04	5.53013809372274e+01	7.87890968706409e+01
3.41454887383360e+04	5.46589213457952e+01	7.15355321854034e+01
3.68694506451957e+04	5.39114946939377e+01	6.22327968395881e+01
3.98107170553497e+04	5.30707901512989e+01	5.66094480074128e+01
4.29866234708227e+04	5.21166952322734e+01	4.72201966150688e+01
4.64158883361277e+04	5.10718528646590e+01	4.16718969041253e+01
5.01187233627272e+04	4.99265369399825e+01	3.43871982773465e+01
5.41169526546463e+04	4.86925168936875e+01	2.73030287799753e+01
5.84341413373517e+04	4.73774375244518e+01	2.04600191214029e+01
6.30957344480192e+04	4.59891002880854e+01	1.38854986684698e+01
6.81292069057960e+04	4.45349774021282e+01	7.59569927660178e+00
7.35642254459641e+04	4.30219317103335e+01	1.59835796460472e+00
7.94328234724281e+04	4.14371164220994e+01	-7.86338519044128e+00
8.57695898590893e+04	3.98429280503496e+01	-9.51617236056261e+00
9.26118728128792e+04	3.81871805741447e+01	-1.46405282163448e+01
9.99999999999999e+04	3.64930963210327e+01	-1.94842618162673e+01
1.07977516232771e+05	3.47644536091823e+01	-2.40546423953940e+01
1.16591440117983e+05	3.30046585734584e+01	-2.83594917287181e+01
1.25892541179417e+05	3.12168093404129e+01	-3.24070067166520e+01
1.35935639087852e+05	2.94037424466397e+01	-3.62056754741326e+01
1.46779926762207e+05	2.74934539457241e+01	-4.72490527979337e+01
1.58489319246111e+05	2.57121728770846e+01	-4.30916304830176e+01
1.71132830416178e+05	2.38382695187419e+01	-4.61969841768778e+01
1.84784979742229e+05	2.19483704024489e+01	-4.90895284695960e+01
1.99526231496888e+05	2.00443134618065e+01	-5.17785441283856e+01
2.15443469003188e+05	1.81277661083918e+01	-5.42732838094248e+01
2.32630506715362e+05	1.62002332652378e+01	-5.65828938341445e+01
2.51188643150958e+05	1.42630662212434e+01	-5.87163377298061e+01
2.71227257933202e+05	1.23174723106472e+01	-6.06823251560281e+01
2.92864456462523e+05	1.03645252381659e+01	-6.24892486789590e+01
3.16227766016838e+05	8.40517578496682e+00	-6.41451296801480e+01
