time	V(vo)	V(vregp)	I(Rl)
1.706018936768310e-003	4.992218e+000	9.500000e+000	9.984436e-002
1.709011097612253e-003	4.992218e+000	9.500000e+000	9.984436e-002
1.712003258456195e-003	4.992218e+000	9.500000e+000	9.984436e-002
1.714995419300138e-003	4.992218e+000	9.500000e+000	9.984437e-002
1.717052710749948e-003	4.992218e+000	9.500000e+000	9.984437e-002
1.719110002199757e-003	4.992218e+000	9.500000e+000	9.984437e-002
1.721167293649567e-003	4.992218e+000	9.500000e+000	9.984437e-002
1.723224585099377e-003	4.992219e+000	9.500000e+000	9.984437e-002
1.725281876549187e-003	4.992219e+000	9.500000e+000	9.984437e-002
1.727339167998996e-003	4.992219e+000	9.500000e+000	9.984437e-002
1.729396459448806e-003	4.992218e+000	9.500000e+000	9.984437e-002
1.730396459448806e-003	4.992218e+000	9.500000e+000	9.984437e-002
1.735339167998996e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.740281876549187e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.745224585099377e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.750167293649568e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.755110002199758e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.760052710749949e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.764995419300139e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.769755461506116e-003	4.992219e+000	9.500000e+000	9.984438e-002
1.774515503712093e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.779275545918070e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.784035588124046e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.788795630330023e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.793555672536000e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.798315714741977e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.807841386821714e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.817367058901452e-003	4.992219e+000	9.500000e+000	9.984439e-002
1.826892730981189e-003	4.992219e+000	9.500000e+000	9.984440e-002
1.836418403060926e-003	4.992219e+000	9.500000e+000	9.984440e-002
1.845944075140664e-003	4.992219e+000	9.500000e+000	9.984440e-002
1.855469747220401e-003	4.992219e+000	9.500000e+000	9.984440e-002
1.864995419300139e-003	4.992219e+000	9.500000e+000	9.984440e-002
1.872649497719140e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.880303576138142e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.887957654557143e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.895611732976145e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.903265811395147e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.910919889814148e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.918573968233150e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.953777032671291e-003	4.992220e+000	9.500000e+000	9.984440e-002
1.988980097109433e-003	4.992220e+000	9.500000e+000	9.984440e-002
2.024183161547575e-003	4.992220e+000	9.500000e+000	9.984440e-002
2.059386225985716e-003	4.992220e+000	9.500000e+000	9.984440e-002
2.094589290423858e-003	4.992220e+000	9.500000e+000	9.984440e-002
2.129792354861999e-003	4.992220e+000	9.500000e+000	9.984440e-002
2.164995419300141e-003	4.992220e+000	9.500000e+000	9.984440e-002
2.505540485112483e-003	4.992220e+000	9.500000e+000	9.984440e-002
3.372315714742027e-003	4.992220e+000	9.500000e+000	9.984440e-002
4.396315714742163e-003	4.992220e+000	9.500000e+000	9.984440e-002
4.999315714742243e-003	4.992220e+000	9.500000e+000	9.984440e-002
5.000000000000000e-003	4.992220e+000	9.500000e+000	9.984440e-002
