time	V(vo)	V(vregp)	I(Rl)
2.998035595284700e-003	4.895573e+000	9.500000e+000	9.791146e-002
3.046321309570417e-003	4.903974e+000	9.500000e+000	9.807948e-002
3.094607023856134e-003	4.911626e+000	9.500000e+000	9.823252e-002
3.142892738141851e-003	4.918528e+000	9.500000e+000	9.837055e-002
3.191178452427568e-003	4.924680e+000	9.500000e+000	9.849359e-002
3.217321309570429e-003	4.927857e+000	9.500000e+000	9.855714e-002
3.243464166713290e-003	4.930900e+000	9.500000e+000	9.861800e-002
3.269607023856150e-003	4.933809e+000	9.500000e+000	9.867619e-002
3.295749880999011e-003	4.936584e+000	9.500000e+000	9.873169e-002
3.321892738141871e-003	4.939225e+000	9.500000e+000	9.878450e-002
3.348035595284732e-003	4.941732e+000	9.500000e+000	9.883464e-002
3.374178452427593e-003	4.944104e+000	9.500000e+000	9.888209e-002
3.375178452427593e-003	4.944193e+000	9.500000e+000	9.888387e-002
3.424607023856171e-003	4.948327e+000	9.500000e+000	9.896653e-002
3.474035595284749e-003	4.952165e+000	9.500000e+000	9.904329e-002
3.523464166713327e-003	4.955707e+000	9.500000e+000	9.911414e-002
3.572892738141905e-003	4.958955e+000	9.500000e+000	9.917909e-002
3.622321309570483e-003	4.961907e+000	9.500000e+000	9.923814e-002
3.671749880999061e-003	4.964564e+000	9.500000e+000	9.929128e-002
3.721178452427639e-003	4.966926e+000	9.500000e+000	9.933851e-002
3.770607023856217e-003	4.969102e+000	9.500000e+000	9.938205e-002
3.820035595284794e-003	4.971124e+000	9.500000e+000	9.942247e-002
3.869464166713373e-003	4.972989e+000	9.500000e+000	9.945979e-002
3.918892738141951e-003	4.974700e+000	9.500000e+000	9.949400e-002
3.968321309570528e-003	4.976255e+000	9.500000e+000	9.952510e-002
4.017749880999106e-003	4.977654e+000	9.500000e+000	9.955308e-002
4.067178452427684e-003	4.978898e+000	9.500000e+000	9.957796e-002
4.114464166713404e-003	4.979998e+000	9.500000e+000	9.959997e-002
4.161749880999125e-003	4.981023e+000	9.500000e+000	9.962046e-002
4.209035595284846e-003	4.981971e+000	9.500000e+000	9.963943e-002
4.256321309570567e-003	4.982844e+000	9.500000e+000	9.965688e-002
4.303607023856287e-003	4.983640e+000	9.500000e+000	9.967281e-002
4.350892738142008e-003	4.984361e+000	9.500000e+000	9.968722e-002
4.398178452427728e-003	4.985006e+000	9.500000e+000	9.970012e-002
4.399178452427728e-003	4.985019e+000	9.500000e+000	9.970038e-002
4.448892738142021e-003	4.985642e+000	9.500000e+000	9.971284e-002
4.498607023856313e-003	4.986221e+000	9.500000e+000	9.972441e-002
4.548321309570605e-003	4.986754e+000	9.500000e+000	9.973508e-002
4.598035595284897e-003	4.987243e+000	9.500000e+000	9.974486e-002
4.647749880999190e-003	4.987687e+000	9.500000e+000	9.975374e-002
4.697464166713483e-003	4.988087e+000	9.500000e+000	9.976173e-002
4.747178452427774e-003	4.988441e+000	9.500000e+000	9.976883e-002
4.783035595284922e-003	4.988682e+000	9.500000e+000	9.977364e-002
4.818892738142070e-003	4.988909e+000	9.500000e+000	9.977819e-002
4.854749880999217e-003	4.989123e+000	9.500000e+000	9.978247e-002
4.890607023856365e-003	4.989324e+000	9.500000e+000	9.978648e-002
4.926464166713513e-003	4.989512e+000	9.500000e+000	9.979023e-002
4.962321309570660e-003	4.989686e+000	9.500000e+000	9.979372e-002
4.998178452427808e-003	4.989847e+000	9.500000e+000	9.979694e-002
4.999178452427808e-003	4.989851e+000	9.500000e+000	9.979703e-002
5.000000000000000e-003	4.989855e+000	9.500000e+000	9.979710e-002
